mode,tc,lambda,reward,time,t_size
restricted,big_70,3,40.0000,21.4142,99470592
original,big_70,3,40.0000,476.2297,2146777425
relaxed,big_70,3,40.0000,24.0069,99470592
restricted,big_71,3,46.0000,23.1904,99470592
original,big_71,3,46.0000,517.7892,2146777425
relaxed,big_71,3,46.0000,26.2278,99470592
restricted,big_72,3,40.0000,22.6155,99470592
original,big_72,3,40.0000,501.8610,2146777425
relaxed,big_72,3,40.0000,25.2978,99470592
restricted,big_73,3,58.0000,22.3153,99470592
original,big_73,3,61.0000,497.2816,2146777425
relaxed,big_73,3,61.0000,24.9149,99470592
restricted,big_74,3,61.0000,22.2825,99470592
original,big_74,3,61.0000,493.3652,2146777425
relaxed,big_74,3,61.0000,24.9031,99470592
restricted,big_75,3,41.0000,20.1541,99470592
original,big_75,3,41.0000,441.3179,2146777425
relaxed,big_75,3,41.0000,22.1222,99470592
restricted,big_76,3,44.0000,20.3329,99470592
original,big_76,3,44.0000,444.1162,2146777425
relaxed,big_76,3,44.0000,21.9729,99470592
restricted,big_77,3,35.0000,21.9945,99470592
original,big_77,3,38.0000,489.3205,2146777425
relaxed,big_77,3,38.0000,24.6314,99470592
restricted,big_78,3,52.0000,25.0660,99470592
original,big_78,3,52.0000,556.7940,2146777425
relaxed,big_78,3,52.0000,28.2238,99470592
restricted,big_79,3,47.0000,23.6589,99470592
original,big_79,3,47.0000,525.5739,2146777425
relaxed,big_79,3,47.0000,26.2629,99470592
restricted,big_80,3,45.0000,22.1237,99470592
original,big_80,3,45.0000,489.3822,2146777425
relaxed,big_80,3,45.0000,24.4972,99470592
restricted,big_81,3,46.0000,21.1020,99470592
original,big_81,3,46.0000,466.7494,2146777425
relaxed,big_81,3,46.0000,23.5104,99470592
restricted,big_82,3,43.0000,20.3252,99470592
original,big_82,3,43.0000,444.2058,2146777425
relaxed,big_82,3,43.0000,21.9040,99470592
restricted,big_83,3,66.0000,26.1505,99470592
original,big_83,3,66.0000,584.0932,2146777425
relaxed,big_83,3,66.0000,29.6457,99470592
restricted,big_84,3,52.0000,22.0997,99470592
original,big_84,3,52.0000,492.7700,2146777425
relaxed,big_84,3,52.0000,25.0350,99470592
restricted,big_85,3,42.0000,19.7070,99470592
original,big_85,3,42.0000,423.4439,2146777425
relaxed,big_85,3,42.0000,21.3605,99470592
restricted,big_86,3,36.0000,23.3433,99470592
original,big_86,3,36.0000,520.9630,2146777425
relaxed,big_86,3,36.0000,26.5055,99470592
restricted,big_87,3,50.0000,22.3773,99470592
original,big_87,3,50.0000,499.4789,2146777425
relaxed,big_87,3,50.0000,25.8743,99470592
restricted,big_88,3,49.0000,22.2761,99470592
original,big_88,3,53.0000,495.6270,2146777425
relaxed,big_88,3,55.0000,24.9757,99470592
restricted,big_89,3,49.0000,22.6108,99470592
original,big_89,3,49.0000,499.2694,2146777425
relaxed,big_89,3,49.0000,24.9276,99470592
restricted,big_90,3,45.0000,20.5127,99470592
original,big_90,3,48.0000,460.3968,2146777425
relaxed,big_90,3,50.0000,23.8099,99470592
restricted,big_91,3,63.0000,24.6004,99470592
original,big_91,3,64.0000,546.3648,2146777425
relaxed,big_91,3,65.0000,27.6029,99470592
restricted,big_92,3,54.0000,21.8639,99470592
original,big_92,3,54.0000,484.4383,2146777425
relaxed,big_92,3,54.0000,24.6548,99470592
restricted,big_93,3,46.0000,21.0582,99470592
original,big_93,3,46.0000,465.5896,2146777425
relaxed,big_93,3,48.0000,23.8161,99470592
restricted,big_94,3,41.0000,23.4427,99470592
original,big_94,3,41.0000,520.9796,2146777425
relaxed,big_94,3,41.0000,25.9600,99470592
restricted,big_95,3,41.0000,24.5186,99470592
original,big_95,3,41.0000,547.5386,2146777425
relaxed,big_95,3,41.0000,27.9311,99470592
restricted,big_96,3,40.0000,22.5873,99470592
original,big_96,3,40.0000,503.8749,2146777425
relaxed,big_96,3,40.0000,25.5959,99470592
restricted,big_97,3,43.0000,18.3380,99470592
original,big_97,3,45.0000,404.3226,2146777425
relaxed,big_97,3,45.0000,20.2163,99470592
restricted,big_98,3,45.0000,22.1824,99470592
original,big_98,3,45.0000,482.8075,2146777425
relaxed,big_98,3,45.0000,23.6624,99470592
restricted,big_99,3,50.0000,25.1505,99470592
original,big_99,3,50.0000,564.5557,2146777425
relaxed,big_99,3,50.0000,28.8938,99470592
restricted,big_100,3,49.0000,21.5209,99470592
original,big_100,3,49.0000,475.6738,2146777425
relaxed,big_100,3,49.0000,23.8547,99470592
restricted,big_101,3,44.0000,21.0164,99470592
original,big_101,3,44.0000,461.2900,2146777425
relaxed,big_101,3,44.0000,23.1136,99470592
restricted,big_102,3,32.0000,22.6192,99470592
original,big_102,3,32.0000,500.2633,2146777425
relaxed,big_102,3,32.0000,25.0782,99470592
restricted,big_103,3,66.0000,25.6767,99470592
original,big_103,3,66.0000,573.1177,2146777425
relaxed,big_103,3,66.0000,29.0956,99470592
restricted,big_104,3,59.0000,24.3168,99470592
original,big_104,3,60.0000,539.2265,2146777425
relaxed,big_104,3,60.0000,27.0040,99470592
restricted,big_105,3,59.0000,24.7315,99470592
original,big_105,3,59.0000,546.1791,2146777425
relaxed,big_105,3,59.0000,27.1919,99470592
restricted,big_106,3,54.0000,21.7000,99470592
original,big_106,3,54.0000,478.7094,2146777425
relaxed,big_106,3,54.0000,24.0498,99470592
restricted,big_107,3,46.0000,22.2333,99470592
original,big_107,3,46.0000,496.2559,2146777425
relaxed,big_107,3,46.0000,25.4417,99470592
restricted,big_108,3,42.0000,23.2671,99470592
original,big_108,3,42.0000,518.5351,2146777425
relaxed,big_108,3,42.0000,26.2750,99470592
restricted,big_109,3,42.0000,22.8658,99470592
original,big_109,3,44.0000,512.3795,2146777425
relaxed,big_109,3,44.0000,26.1330,99470592
restricted,big_110,3,50.0000,22.5700,99470592
original,big_110,3,50.0000,495.3660,2146777425
relaxed,big_110,3,50.0000,24.6134,99470592
restricted,big_111,3,41.0000,19.9117,99470592
original,big_111,3,41.0000,438.7251,2146777425
relaxed,big_111,3,41.0000,22.3969,99470592
restricted,big_112,3,52.0000,24.0506,99470592
original,big_112,3,54.0000,533.4129,2146777425
relaxed,big_112,3,55.0000,26.7006,99470592
restricted,big_113,3,36.0000,21.4274,99470592
original,big_113,3,36.0000,469.4344,2146777425
relaxed,big_113,3,36.0000,23.4395,99470592
restricted,big_114,3,30.0000,22.1574,99470592
original,big_114,3,30.0000,491.1461,2146777425
relaxed,big_114,3,30.0000,24.4304,99470592
restricted,big_115,3,37.0000,21.7918,99470592
original,big_115,3,37.0000,484.8407,2146777425
relaxed,big_115,3,37.0000,24.4266,99470592
restricted,big_116,3,39.0000,21.3674,99470592
original,big_116,3,39.0000,471.8842,2146777425
relaxed,big_116,3,39.0000,23.7225,99470592
restricted,big_117,3,50.0000,23.8302,99470592
original,big_117,3,50.0000,529.9834,2146777425
relaxed,big_117,3,50.0000,26.8287,99470592
restricted,big_118,3,62.0000,21.8239,99470592
original,big_118,3,66.0000,480.4589,2146777425
relaxed,big_118,3,66.0000,23.8398,99470592
restricted,big_119,3,45.0000,19.3005,99470592
original,big_119,3,45.0000,423.1167,2146777425
relaxed,big_119,3,45.0000,21.0490,99470592
restricted,big_120,3,50.0000,23.5500,99470592
original,big_120,3,50.0000,523.2517,2146777425
relaxed,big_120,3,50.0000,26.3283,99470592
restricted,bigger_1,3,46.0000,28.0735,122425344
original,bigger_1,3,46.0000,620.6505,2642187600
relaxed,bigger_1,3,46.0000,30.5084,122425344
restricted,bigger_2,3,48.0000,31.0961,122425344
original,bigger_2,3,48.0000,634.0227,2642187600
relaxed,bigger_2,3,48.0000,31.5233,122425344
restricted,bigger_3,3,56.0000,28.3481,122425344
original,bigger_3,3,57.0000,627.1868,2642187600
relaxed,bigger_3,3,57.0000,31.4951,122425344
restricted,bigger_4,3,64.0000,28.9995,122425344
original,bigger_4,3,65.0000,640.6115,2642187600
relaxed,bigger_4,3,65.0000,32.0017,122425344
restricted,bigger_5,3,56.0000,25.3343,122425344
original,bigger_5,3,56.0000,560.4532,2642187600
relaxed,bigger_5,3,56.0000,28.5731,122425344
restricted,bigger_6,3,50.0000,27.4046,122425344
original,bigger_6,3,53.0000,607.8941,2642187600
relaxed,bigger_6,3,54.0000,31.4044,122425344
restricted,bigger_7,3,42.0000,26.8128,122425344
original,bigger_7,3,43.0000,594.7965,2642187600
relaxed,bigger_7,3,43.0000,30.4272,122425344
restricted,bigger_8,3,46.0000,28.5577,122425344
original,bigger_8,3,46.0000,633.7279,2642187600
relaxed,bigger_8,3,46.0000,31.7849,122425344
restricted,bigger_9,3,51.0000,26.1392,122425344
original,bigger_9,3,53.0000,578.6490,2642187600
relaxed,bigger_9,3,55.0000,29.3825,122425344
restricted,bigger_10,3,42.0000,29.7602,122425344
original,bigger_10,3,42.0000,632.4518,2642187600
relaxed,bigger_10,3,42.0000,32.0088,122425344
restricted,bigger_11,3,64.0000,27.1300,122425344
original,bigger_11,3,64.0000,599.7559,2642187600
relaxed,bigger_11,3,64.0000,30.0492,122425344
restricted,bigger_12,3,42.0000,23.8738,122425344
original,bigger_12,3,42.0000,516.0486,2642187600
relaxed,bigger_12,3,42.0000,25.2462,122425344
restricted,bigger_13,3,37.0000,23.1483,122425344
original,bigger_13,3,37.0000,505.0047,2642187600
relaxed,bigger_13,3,37.0000,25.0875,122425344
restricted,bigger_14,3,36.0000,26.3343,122425344
original,bigger_14,3,36.0000,578.1656,2642187600
relaxed,bigger_14,3,36.0000,29.0011,122425344
restricted,bigger_15,3,59.0000,28.7129,122425344
original,bigger_15,3,59.0000,640.3206,2642187600
relaxed,bigger_15,3,59.0000,32.0739,122425344
restricted,bigger_16,3,57.0000,27.2698,122425344
original,bigger_16,3,57.0000,608.7051,2642187600
relaxed,bigger_16,3,57.0000,31.2658,122425344
restricted,bigger_17,3,49.0000,29.2431,122425344
original,bigger_17,3,49.0000,631.0785,2642187600
relaxed,bigger_17,3,49.0000,31.4503,122425344
restricted,bigger_18,3,45.0000,28.0099,122425344
original,bigger_18,3,45.0000,625.5844,2642187600
relaxed,bigger_18,3,45.0000,31.7096,122425344
restricted,bigger_19,3,63.0000,28.1571,122425344
original,bigger_19,3,63.0000,621.0334,2642187600
relaxed,bigger_19,3,63.0000,30.6212,122425344
restricted,bigger_20,3,58.0000,30.0909,122425344
original,bigger_20,3,60.0000,674.0106,2642187600
relaxed,bigger_20,3,60.0000,34.2810,122425344
restricted,bigger_21,3,49.0000,25.6029,122425344
original,bigger_21,3,49.0000,561.6258,2642187600
relaxed,bigger_21,3,49.0000,28.0804,122425344
restricted,bigger_22,3,51.0000,26.1628,122425344
original,bigger_22,3,51.0000,585.1178,2642187600
relaxed,bigger_22,3,51.0000,29.0380,122425344
restricted,bigger_23,3,52.0000,28.0636,122425344
original,bigger_23,3,52.0000,611.2240,2642187600
relaxed,bigger_23,3,52.0000,30.7207,122425344
restricted,bigger_24,3,53.0000,28.6605,122425344
original,bigger_24,3,53.0000,638.9207,2642187600
relaxed,bigger_24,3,53.0000,32.6667,122425344
restricted,bigger_25,3,58.0000,26.1616,122425344
original,bigger_25,3,58.0000,569.3885,2642187600
relaxed,bigger_25,3,58.0000,28.7682,122425344
restricted,bigger_26,3,57.0000,31.7146,122425344
original,bigger_26,3,57.0000,707.3733,2642187600
relaxed,bigger_26,3,57.0000,35.3045,122425344
restricted,bigger_27,3,45.0000,26.5941,122425344
original,bigger_27,3,45.0000,594.9940,2642187600
relaxed,bigger_27,3,45.0000,30.3556,122425344
restricted,bigger_28,3,54.0000,29.3037,122425344
original,bigger_28,3,54.0000,645.3038,2642187600
relaxed,bigger_28,3,54.0000,32.4356,122425344
restricted,bigger_29,3,65.0000,31.1994,122425344
original,bigger_29,3,68.0000,695.6304,2642187600
relaxed,bigger_29,3,68.0000,35.2273,122425344
restricted,bigger_30,3,54.0000,26.7487,122425344
original,bigger_30,3,56.0000,593.8071,2642187600
relaxed,bigger_30,3,57.0000,30.2088,122425344
restricted,bigger_31,3,40.0000,27.3983,122425344
original,bigger_31,3,40.0000,607.7231,2642187600
relaxed,bigger_31,3,40.0000,30.8814,122425344
restricted,bigger_32,3,60.0000,27.6680,122425344
original,bigger_32,3,60.0000,613.3676,2642187600
relaxed,bigger_32,3,60.0000,30.9962,122425344
restricted,bigger_33,3,42.0000,29.8732,122425344
original,bigger_33,3,44.0000,667.5583,2642187600
relaxed,bigger_33,3,44.0000,33.7800,122425344
restricted,bigger_34,3,68.0000,27.5689,122425344
original,bigger_34,3,68.0000,608.1250,2642187600
relaxed,bigger_34,3,68.0000,30.4165,122425344
restricted,bigger_35,3,48.0000,27.0397,122425344
original,bigger_35,3,51.0000,600.6374,2642187600
relaxed,bigger_35,3,51.0000,30.6164,122425344
restricted,bigger_36,3,53.0000,30.6427,122425344
original,bigger_36,3,57.0000,676.3723,2642187600
relaxed,bigger_36,3,59.0000,34.4448,122425344
restricted,bigger_37,3,57.0000,28.2237,122425344
original,bigger_37,3,60.0000,633.4082,2642187600
relaxed,bigger_37,3,60.0000,32.5526,122425344
restricted,bigger_38,3,60.0000,29.9575,122425344
original,bigger_38,3,61.0000,670.8766,2642187600
relaxed,bigger_38,3,61.0000,34.2546,122425344
restricted,bigger_39,3,45.0000,28.7647,122425344
original,bigger_39,3,45.0000,644.3032,2642187600
